order_id,customer_id,product_id,sales_rep_id,order_date,quantity,discount,total,status
1030,213,10,14,2025-11-28,4,0,5980.92,completed
1031,209,84,12,2025-01-03,2,0.2,7212.8,completed
1032,149,20,19,2024-06-13,1,0.05,2007.66,pending
1033,380,66,19,2025-06-07,3,0.2,1100.18,completed
1034,372,20,13,2025-08-19,3,0.05,6022.99,returned
1035,295,81,18,2024-08-17,3,0.05,5291.42,completed
1036,269,67,15,2025-09-13,1,0,148.62,completed
1037,410,99,12,2024-09-06,1,0,70.41,returned
1038,124,57,14,2025-12-10,1,0,147.26,completed
1039,310,30,15,2025-01-05,3,0,6778.11,pending
1040,341,18,20,2025-02-21,1,0,1572.1,completed
1041,259,19,19,2024-03-24,2,0.15,913.26,completed
1042,215,34,18,2024-01-16,3,0,1033.41,completed
1043,38,17,17,2024-01-25,4,0.15,3121.37,cancelled
1044,66,52,18,2024-12-28,1,0,358.96,completed
1045,303,78,20,2024-12-10,1,0.1,4089.48,completed
1046,487,58,14,2024-12-29,2,0.1,222.44,completed
1047,376,24,19,2025-05-03,5,0.2,2707.68,completed
1048,190,87,15,2024-01-08,1,0,2405.63,completed
1049,396,13,8,2025-08-25,1,0,533.74,completed
1050,433,55,10,2025-06-21,1,0,410.37,completed
1051,484,95,7,2024-05-26,2,0,6183.34,cancelled
1052,51,45,10,2024-11-17,1,0,123.64,completed
1053,481,34,20,2024-10-22,3,0.15,878.4,completed
1054,283,66,6,2024-05-24,1,0.15,389.65,returned
1055,100,1,16,2025-07-06,4,0,6962.44,completed
1056,228,67,5,2025-08-07,4,0,594.48,completed
1057,471,16,15,2025-12-24,5,0,7200.65,completed
1058,,46,3,2025-11-15,3,0,968.04,completed
1059,142,59,17,2024-06-09,3,0,649.68,completed
1060,478,91,17,2024-02-09,1,0.1,1454.49,completed
1061,19,82,1,2025-10-03,1,0.05,4175.08,cancelled
1062,136,61,5,2024-08-13,2,0,611.66,completed
1063,449,12,17,2024-05-14,4,0.1,8017.7,completed
1064,313,27,6,2024-03-09,1,0.05,558.69,completed
1065,299,31,12,2025-10-08,2,0.05,1370.58,completed
1066,431,30,10,2024-11-03,3,0,6778.11,completed
1067,247,38,4,2025-09-04,1,0.2,336.44,cancelled
1068,215,58,11,2024-10-21,1,0,123.58,completed
1069,339,15,12,2024-11-22,3,0.1,1948.78,pending
1070,352,31,1,2025-05-15,1,0.05,685.29,cancelled
1071,396,42,9,2025-02-22,3,0,1877.52,pending
1072,468,7,9,2025-03-11,2,0,1627.64,completed
1073,210,29,19,2024-02-16,4,0.05,8386.94,pending
1074,67,78,18,2025-09-20,1,0.1,4089.48,pending
1075,468,46,18,2024-12-07,1,0,322.68,completed
1076,81,69,13,2025-07-02,4,0,1721.0,pending
1077,111,71,8,2025-01-17,10,0,780.9,completed
1078,204,63,2,2025-06-23,1,0,211.69,completed
1079,127,5,9,2025-12-05,3,0.1,4417.61,completed
1080,380,35,3,2025-02-14,1,0.05,757.95,completed
1081,381,70,20,2025-03-01,5,0,860.05,completed
1082,311,40,11,2025-02-04,2,0.1,607.34,completed
1083,136,84,19,2025-04-14,2,0,9016.0,completed
1084,248,37,18,2025-02-20,2,0,633.2,returned
1085,232,29,19,2025-07-13,20,0,44141.8,completed
1086,56,83,10,2025-01-13,1,0.1,654.24,returned
1087,107,63,19,2024-04-07,1,0,211.69,completed
1088,430,73,8,2025-04-29,1,0,80.81,completed
1089,428,20,2,2024-12-11,1,0.05,2007.66,completed
1090,108,97,18,2024-01-06,3,0.05,2955.73,completed
1091,121,42,15,2025-10-29,3,0.05,1783.64,cancelled
1092,193,17,1,2025-03-11,1,0.1,826.25,completed
1093,218,64,6,2024-04-26,2,0.05,635.11,completed
1094,5,38,4,2025-07-14,2,0,841.1,cancelled
1095,139,67,11,2025-11-23,2,0,297.24,completed
1096,351,27,20,2024-05-24,10,0,5880.9,completed
1097,480,43,5,2025-04-28,1,0.1,633.19,completed
1098,214,23,5,2024-11-21,2,0.25,730.19,completed
1099,97,26,4,2025-12-19,2,0,3357.3,completed
1100,35,45,18,2025-04-24,5,0,618.2,completed
1101,421,55,19,2024-07-16,3,0,1231.11,pending
1102,329,85,7,2024-09-17,1,0,1194.31,completed
1103,92,34,19,2024-10-13,1,0.1,310.02,completed
1104,396,76,20,2025-01-27,1,0.1,1872.07,cancelled
1105,466,61,7,2025-11-15,1,0.1,275.25,returned
1106,85,61,1,2025-09-21,1,0.15,259.96,completed
1107,168,39,17,2025-03-11,3,0,1506.66,completed
1108,182,40,17,2025-01-29,1,0,337.41,completed
1109,427,36,5,2025-10-10,4,0.05,997.88,completed
1110,286,56,12,2024-09-13,1,0.15,37.07,cancelled
1111,178,94,14,2025-11-17,1,0.05,2757.45,returned
1112,92,96,1,2024-07-14,1,0,4828.37,completed
1113,49,48,9,2025-08-23,2,0,553.82,completed
1114,141,83,16,2025-10-24,1,0.25,545.2,completed
1115,321,8,19,2024-10-07,4,0.15,1516.43,cancelled
1116,252,23,16,2025-09-14,3,0.05,1387.35,completed
1117,15,79,5,2024-04-16,3,0,10708.62,cancelled
1118,434,16,2,2024-03-25,2,0.1,2592.23,completed
1119,437,25,20,2025-07-11,3,0,1197.15,completed
1120,460,91,6,2024-11-20,5,0.05,7676.47,cancelled
1121,341,52,14,2025-06-12,4,0.05,1364.05,completed
1122,137,11,6,2025-05-28,2,0,203.42,completed
1123,326,96,1,2025-06-01,1,0.05,4586.95,completed
1124,357,12,19,2025-04-22,10,0,22271.4,cancelled
1125,96,41,19,2024-07-05,2,0,1218.24,completed
1126,192,59,3,2024-01-11,4,0.2,692.99,completed
1127,329,25,5,2025-11-28,1,0,399.05,completed
1128,72,73,11,2024-10-12,2,0.1,145.46,completed
1129,152,34,15,2024-07-23,1,0,344.47,completed
1130,396,83,17,2024-12-23,2,0.05,1381.17,pending
1131,276,73,7,2025-08-22,50,0,4040.5,completed
1132,408,37,7,2025-11-29,1,0.2,253.28,completed
1133,47,66,7,2024-10-02,1,0,458.41,completed
1134,324,24,16,2024-04-28,1,0.05,643.07,completed
1135,462,5,11,2025-01-21,3,0.05,4663.03,cancelled
1136,244,43,11,2024-01-09,2,0,1407.08,cancelled
1137,84,60,18,2024-11-09,1,0,205.06,pending
1138,356,56,13,2025-04-12,2,0,87.22,completed
1139,348,52,10,2025-09-07,1,0.15,305.12,completed
1140,219,100,9,2025-06-03,10,0,43910.8,completed
1141,154,77,17,2025-06-08,1,0.2,179.78,pending
1142,404,7,3,2024-05-13,1,0.1,732.44,pending
1143,236,1,5,2025-04-14,1,0,1740.61,completed
1144,105,56,3,2024-07-08,3,0,130.83,completed
1145,82,45,4,2025-01-18,2,0.05,234.92,completed
1146,426,60,8,2025-04-28,3,0,615.18,completed
1147,168,37,14,2024-05-16,2,0.05,601.54,completed
1148,380,76,1,2025-11-16,1,0.05,1976.08,pending
1149,257,1,20,2025-01-12,2,0,3481.22,completed
1150,97,6,7,2024-08-23,1,0,207.43,completed
1151,146,40,13,2024-07-03,3,0,1012.23,completed
1152,204,88,17,2025-03-07,4,0,17832.76,completed
1153,376,13,13,2025-12-03,4,0,2134.96,completed
1154,352,59,1,2025-08-11,2,0.2,346.5,completed
1155,133,95,4,2024-02-25,2,0.1,5565.01,completed
1156,172,69,12,2025-12-30,1,0,430.25,completed
1157,173,91,19,2024-03-22,1,0.05,1535.29,completed
1158,238,37,2,2025-04-10,1,0,316.6,completed
1159,130,55,11,2025-09-05,3,0.1,1108.0,completed
1160,183,54,1,2024-09-30,2,0,834.12,completed
1161,19,69,13,2024-04-24,1,0,430.25,completed
1162,221,36,12,2024-05-28,20,0.05,4989.4,completed
1163,21,10,11,2025-06-20,1,0,1495.23,returned
1164,416,13,13,2025-10-15,2,0.1,960.73,completed
1165,384,39,14,2025-10-14,2,0,1004.44,completed
1166,381,11,14,2025-10-30,10,0.1,915.39,completed
1167,316,66,18,2024-11-06,4,0,1833.64,pending
1168,111,98,14,2025-01-18,1,0.05,3606.58,completed
1169,310,52,6,2025-05-28,3,0,1076.88,completed
1170,67,36,9,2025-11-03,2,0.1,472.68,completed
1171,10,91,11,2024-04-09,1,0.05,1535.29,completed
1172,305,43,18,2025-08-25,1,0.15,598.01,completed
1173,164,45,15,2024-12-14,1,0.15,105.09,completed
1174,345,50,9,2025-06-29,2,0.05,220.7,completed
1175,288,45,3,2024-03-21,1,0.25,92.73,completed
1176,385,41,15,2024-10-25,3,0,1827.36,completed
1177,290,56,14,2024-06-19,50,0,2180.5,returned
1178,121,49,18,2025-07-23,1,0.05,642.06,pending
1179,109,15,19,2024-04-09,1,0.15,613.5,pending
1180,181,97,7,2025-02-14,2,0.05,1970.49,completed
1181,341,88,11,2025-01-06,2,0.05,8470.56,completed
1182,238,37,15,2025-02-17,1,0.15,269.11,completed
1183,172,98,15,2024-01-04,3,0.05,10819.74,completed
1184,499,54,14,2025-08-17,1,0,417.06,completed
1185,42,77,19,2025-09-16,3,0.2,539.35,completed
1186,321,61,3,2024-09-12,10,0,3058.3,completed
1187,200,71,17,2025-10-31,4,0.15,265.51,completed
1188,123,23,16,2025-01-12,10,0.15,4137.72,completed
1189,34,4,7,2024-10-27,2,0,1788.6,completed
1190,412,78,11,2025-05-27,4,0.15,15449.16,completed
1191,17,88,14,2024-03-12,4,0.25,13374.57,cancelled
1192,398,78,18,2025-07-04,3,0,13631.61,pending
1193,204,93,2,2024-03-02,1,0.1,303.45,completed
1194,226,55,4,2025-10-27,1,0.1,369.33,pending
1195,188,53,11,2024-04-24,1,0,392.72,completed
1196,329,89,3,2024-09-27,2,0.1,2811.49,pending
1197,353,57,11,2024-09-23,3,0.05,419.69,completed
1198,72,19,17,2025-08-31,1,0,537.21,completed
1199,158,92,6,2025-01-06,2,0,3393.04,completed
1200,151,20,5,2025-11-20,1,0,2113.33,completed
1201,117,4,7,2025-10-14,2,0,1788.6,completed
1202,382,67,13,2025-01-07,2,0.15,252.65,returned
1203,80,76,17,2025-10-21,1,0,2080.08,cancelled
1204,446,68,16,2025-05-11,1,0.15,411.82,completed
1205,159,27,8,2024-03-07,1,0.05,558.69,completed
1206,183,64,15,2024-05-02,2,0.05,635.11,completed
1207,17,52,4,2024-07-26,10,0.05,3410.12,completed
1208,268,32,8,2024-02-27,1,0.1,94.52,completed
1209,440,32,8,2025-10-28,3,0,315.06,completed
1210,143,12,7,2025-09-15,3,0.15,5679.21,cancelled
1211,32,27,8,2024-05-15,1,0.1,529.28,completed
1212,401,7,11,2024-04-10,3,0,2441.46,completed
1213,102,13,18,2025-03-28,2,0.05,1014.11,completed
1214,441,15,15,2024-01-10,3,0,2165.31,pending
1215,209,77,9,2024-01-01,2,0,449.46,completed
1216,331,39,9,2025-06-10,4,0,2008.88,completed
1217,321,57,4,2025-07-28,20,0.2,2356.16,completed
1218,458,66,16,2024-11-22,2,0,916.82,pending
1219,,13,15,2025-11-20,1,0.05,507.05,pending
1220,257,40,11,2024-08-25,3,0,1012.23,completed
1221,345,20,11,2025-09-16,1,0.1,1902.0,pending
1222,81,42,17,2024-06-10,20,0.05,11890.96,pending
1223,118,34,16,2024-10-02,10,0.1,3100.23,completed
1224,171,94,12,2024-11-09,4,0,11610.32,completed
1225,214,1,13,2025-07-30,1,0,1740.61,completed
1226,10,91,7,2024-10-07,1,0.1,1454.49,completed
1227,219,49,11,2025-01-17,2,0.1,1216.53,pending
1228,439,36,4,2025-09-24,1,0,262.6,completed
1229,498,6,13,2025-08-30,3,0.15,528.95,completed
1230,311,76,13,2024-10-13,1,0,2080.08,completed
1231,473,37,4,2025-07-04,2,0.15,538.22,completed
1232,294,26,18,2024-06-03,1,0,1678.65,completed
1233,134,72,17,2025-11-07,4,0.05,1270.15,completed
1234,365,95,11,2025-12-17,10,0,30916.7,pending
1235,240,30,15,2024-08-07,1,0,2259.37,returned
1236,383,3,5,2024-09-22,1,0,2423.53,completed
1237,263,48,1,2025-06-25,2,0.25,415.37,returned
1238,405,69,16,2024-11-30,1,0,430.25,completed
1239,499,72,4,2024-03-18,2,0.1,601.65,pending
1240,240,79,7,2024-03-30,3,0.1,9637.76,completed
1241,239,58,5,2024-10-10,3,0,370.74,completed
1242,233,68,14,2024-12-13,5,0,2422.5,completed
1243,166,55,5,20-Jan-2024,1,0,410.37,completed
1244,273,59,7,2024-11-30,3,0.05,617.2,completed
1245,396,19,7,2025-08-13,1,0,537.21,completed
1246,36,42,11,2025-07-07,5,0.05,2972.74,completed
1247,139,30,7,2024-06-16,3,0,6778.11,cancelled
1248,486,49,1,2025-03-26,2,0.1,1216.53,completed
1249,225,52,7,2025-01-24,1,0,358.96,pending
1250,388,27,4,2025-06-12,10,0.1,5292.81,completed
1251,213,25,7,2024-11-20,20,0.1,7182.9,completed
1252,484,59,1,2024-09-18,1,0.1,194.9,completed
1253,485,40,3,2024-04-12,2,0.1,607.34,completed
1254,44,84,13,2025-12-19,4,0,18032.0,returned
1255,460,42,2,2025-10-24,1,0,625.84,completed
1256,72,89,16,2024-05-11,3,0,4685.82,pending
1257,151,48,20,2025-11-07,2,0,553.82,completed
1258,93,47,4,2025-11-15,3,0,1797.42,completed
1259,466,34,20,2025-02-17,1,0.1,310.02,completed
1260,447,19,14,2025-04-26,1,0,537.21,completed
1261,52,2,12,2025-06-21,5,0,140.85,returned
1262,439,78,1,2025-07-03,1,0,4543.87,cancelled
1263,277,47,20,2024-05-11,3,0,1797.42,completed
1264,113,66,5,2025-08-07,4,0,1833.64,completed
1265,145,79,4,2024-04-07,1,0,3569.54,completed
1266,169,91,15,2024-11-04,3,0.05,4605.88,completed
1267,192,85,5,2024-05-14,2,0.2,1910.9,completed
1268,407,26,6,2025-01-29,1,0.05,1594.72,pending
1269,166,2,19,2024-08-31,2,0.15,47.89,completed
1270,110,59,20,2025-08-14,1,0,216.56,completed
1271,394,66,11,2025-11-02,1,0.15,389.65,completed
1272,343,44,17,2025-04-12,1,0.1,441.97,completed
1273,500,59,4,2024-05-09,1,0.1,194.9,completed
1274,158,58,14,2024-12-21,2,0.2,197.73,returned
1275,420,66,7,2025-05-31,1,0.05,435.49,pending
1276,182,68,20,2024-07-22,3,0.05,1380.83,completed
1277,356,68,6,2025-01-06,1,0,484.5,completed
1278,440,80,8,2025-10-11,4,0.1,13176.32,completed
1279,104,36,2,2025-09-16,10,0.2,2100.8,completed
1280,70,93,10,2025-05-02,1,0,337.17,completed
1281,107,94,20,2024-11-15,2,0,5805.16,pending
1282,422,21,8,2024-05-23,1,0,1235.51,completed
1283,428,45,3,2025-08-28,1,0.2,98.91,completed
1284,379,75,5,2025-02-15,1,0,100.47,completed
1285,6,82,4,2024-12-01,2,0.05,8350.16,pending
1286,339,57,10,2025-09-04,4,0.05,559.59,completed
1287,387,93,11,2024-06-06,4,0.2,1078.94,completed
1288,239,55,19,2024-09-18,1,0.1,369.33,cancelled
1289,46,94,20,2024-08-18,10,0.15,24671.93,completed
1290,254,90,14,2025-11-11,2,0.05,9428.75,cancelled
1291,432,93,9,2024-10-13,5,0.05,1601.56,completed
1292,429,33,12,2025-11-13,1,0,778.01,pending
1293,114,76,14,2024-09-05,3,0,6240.24,pending
1294,250,72,20,2025-12-26,4,0,1337.0,completed
1295,196,6,20,2025-11-14,1,0.1,186.69,completed
1296,61,98,8,2024-04-10,1,0.05,3606.58,cancelled
1297,404,57,15,2024-02-10,2,0.05,279.79,cancelled
1298,382,100,14,2025-10-05,3,0,13173.24,completed
1299,169,13,10,2024-01-25,5,0.1,2401.83,completed
1300,350,45,12,2024-09-16,20,0,2472.8,completed
1301,358,82,9,2024-02-18,3,0,13184.46,completed
1302,380,52,12,2025-07-14,3,0,1076.88,completed
1303,316,69,8,2024-04-01,1,0,430.25,cancelled
1304,161,80,16,2024-04-02,2,0.1,6588.16,completed
1305,249,45,11,2025-12-25,4,0.15,420.38,pending
1306,58,25,19,2024-06-21,1,0.05,379.1,completed
1307,388,72,18,2024-10-30,1,0.05,317.54,completed
1308,307,85,13,2024-04-05,4,0,4777.24,completed
1309,204,18,13,2024-12-28,1,0.2,1257.68,pending
1310,315,73,3,2024-10-27,1,0,80.81,pending
1311,342,36,1,2024-09-08,2,0.1,472.68,returned
1312,111,19,1,2025-03-26,1,0.2,429.77,cancelled
1313,291,25,14,2025-02-28,1,0.05,379.1,completed
1314,362,47,9,2025-01-31,2,0,1198.28,cancelled
1315,183,10,5,2024-08-28,1,0.1,1345.71,completed
1316,50,65,16,2025-07-05,2,0,444.94,pending
1317,368,90,18,2024-08-21,4,0,19850.0,completed
1318,225,64,19,2024-02-24,2,0.2,534.83,completed
1319,333,8,12,2025-07-27,2,0.1,802.82,completed
1320,34,93,9,2024-12-28,2,0.2,539.47,completed
1321,307,63,14,2025-12-31,3,0.2,508.06,returned
1322,159,69,10,2024-08-08,1,0.05,408.74,cancelled
1323,277,88,19,2025-02-20,1,0,4458.19,completed
1324,387,46,19,2025-12-30,1,0.2,258.14,completed
1325,83,94,7,2025-06-26,1,0.05,2757.45,pending
1326,254,94,4,2024-01-31,1,0,2902.58,completed
1327,486,88,13,2025-12-18,4,0,17832.76,completed
1328,94,13,10,2024-12-17,1,0.1,480.37,cancelled
1329,134,52,7,2025-05-26,1,0.25,269.22,completed
1330,232,97,4,2024-12-13,2,0,2074.2,completed
1331,192,13,6,2025-07-24,1,0.25,400.31,completed
1332,197,40,1,2024-11-30,4,0.05,1282.16,completed
1333,256,24,18,2024-07-12,1,0,676.92,cancelled
1334,294,23,15,2024-06-07,3,0.15,1241.31,completed
1335,20,69,4,2025-03-31,4,0,1721.0,completed
1336,350,24,19,2024-12-23,2,0.15,1150.76,completed
1337,314,44,15,2025-09-09,5,0.05,2332.63,completed
1338,284,9,11,2025-11-15,1,0,1378.94,returned
1339,207,6,12,2025-05-17,1,0.25,155.57,completed
1340,363,97,19,2025-11-06,1,0.05,985.24,completed
1341,467,68,19,2024-11-24,2,0.05,920.55,completed
1342,145,42,5,2025-07-13,2,0,1251.68,cancelled
1343,194,11,16,2025-03-12,1,0,101.71,completed
1344,255,99,10,2025-09-16,3,0.05,200.67,completed
1345,46,40,19,2024-02-12,3,0.05,961.62,completed
1346,379,7,18,2024-11-17,1,0.2,651.06,completed
1347,494,69,2,2024-12-26,4,0.05,1634.95,completed
1348,92,66,12,2025-06-04,3,0,1375.23,completed
1349,38,92,7,2024-08-14,2,0.05,3223.39,completed
1350,417,43,6,2025-11-06,20,0.1,12663.72,completed
1351,73,77,8,2025-02-15,2,0,449.46,cancelled
1352,293,91,10,2025-11-27,1,0.15,1373.68,completed
1353,210,89,1,2024-10-06,2,0,3123.88,completed
1354,,81,13,2025-05-14,1,0.1,1670.98,completed
1355,115,10,4,2025-12-07,1,0.15,1270.95,completed
1356,86,95,9,2024-07-06,10,0.1,27825.03,completed
1357,275,37,10,2024-10-18,4,0,1266.4,pending
1358,19,61,16,2024-07-24,1,0,305.83,pending
1359,356,9,8,2024-07-07,2,0,2757.88,completed
1360,22,85,17,2025-03-28,3,0,3582.93,completed
1361,23,73,1,2024-11-21,10,0,808.1,returned
1362,103,83,2,2024-06-28,1,0,726.93,completed
1363,322,25,11,2024-03-06,3,0,1197.15,cancelled
1364,286,21,5,2025-09-08,2,0,2471.02,completed
1365,274,3,20,2024-03-07,3,0.1,6543.53,completed
1366,54,88,8,2024-02-09,1,0,4458.19,completed
1367,19,73,18,2025-10-05,1,0.05,76.77,cancelled
1368,145,88,20,2025-08-08,1,0.15,3789.46,completed
1369,177,82,15,2025-05-17,2,0.15,7471.19,completed
1370,147,82,6,2025-01-03,10,0,43948.2,completed
1371,11,56,10,2024-06-13,1,0,43.61,completed
1372,321,46,7,2025-02-15,10,0,3226.8,completed
1373,199,60,12,2025-04-08,1,0.05,194.81,completed
1374,112,92,7,2025-06-26,2,0.2,2714.43,completed
1375,238,71,14,2025-09-25,1,0,78.09,completed
1376,334,58,10,2025-04-26,5,0.2,494.32,cancelled
1377,112,44,18,2025-02-26,5,0.05,2332.63,cancelled
1378,227,4,7,2025-03-18,1,0.05,849.58,completed
1379,289,99,5,2025-11-27,2,0.05,133.78,pending
1380,,32,5,2024-06-03,3,0,315.06,completed
1381,322,5,4,2025-09-19,3,0,4908.45,completed
1382,47,41,12,2024-02-24,1,0,609.12,completed
1383,466,41,19,2024-03-08,5,0,3045.6,completed
1384,52,72,6,2024-06-28,5,0,1671.25,completed
1385,283,81,16,2025-02-23,3,0,5569.92,pending
1386,485,19,15,2025-11-10,1,0,537.21,cancelled
1387,88,99,1,2025-04-29,2,0.25,105.61,completed
1388,94,58,1,2025-03-27,20,0.2,1977.28,completed
1389,44,48,3,2024-12-13,1,0.05,263.06,completed
1390,479,86,7,2024-06-02,10,0,19212.4,completed
1391,410,64,1,2024-03-26,2,0.05,635.11,returned
1392,267,4,16,2024-07-15,1,0,894.3,completed
1393,157,34,15,2025-12-18,50,0,17223.5,completed
1394,235,85,3,2025-11-03,1,0,1194.31,cancelled
1395,6,95,19,2025-10-01,1,0,3091.67,cancelled
1396,356,87,9,2025-01-24,3,0,7216.89,pending
1397,176,17,12,2025-03-10,3,0.05,2616.44,completed
1398,231,86,3,2024-09-30,4,0.15,6532.22,cancelled
1399,66,98,4,2024-04-26,1,0,3796.4,completed
1400,378,44,20,2024-01-10,1,0.05,466.53,returned
1401,170,86,4,2025-04-16,2,0,3842.48,completed
1402,368,12,1,2024-03-24,2,0.05,4231.57,completed
1403,321,68,7,2024-03-22,2,0,969.0,returned
1404,241,37,19,2025-09-11,4,0,1266.4,completed
1405,499,26,9,2024-01-07,1,0.05,1594.72,returned
1406,64,90,3,2025-12-17,1,0.1,4466.25,pending
1407,326,76,10,2024-08-21,2,0.05,3952.15,completed
1408,177,95,8,2025-03-12,2,0.05,5874.17,returned
1409,83,9,2,2024-09-14,1,0,1378.94,completed
1410,392,92,15,2025-03-16,1,0.1,1526.87,completed
1411,311,87,3,2025-01-05,2,0.1,4330.13,completed
1412,246,48,16,2025-01-01,1,0,276.91,completed
1413,88,6,12,2024-07-13,2,0.15,352.63,completed
1414,461,60,15,2025-02-16,1,0.1,184.55,completed
1415,196,81,5,2024-11-20,1,0,1856.64,pending
1416,464,23,5,2025-11-08,2,0,973.58,completed
1417,139,44,7,2025-02-04,1,0,491.08,completed
1418,98,63,20,2025-07-16,3,0,635.07,cancelled
1419,341,8,12,2024-06-12,10,0,4460.1,completed
1420,73,31,17,2025-05-03,10,0.1,6492.24,completed
1421,82,44,10,2025-10-08,3,0,1473.24,completed
1422,175,93,12,2024-05-12,4,0.15,1146.38,completed
1423,229,48,14,2025-04-29,1,0.2,221.53,completed
1424,325,61,9,2024-11-16,2,0.05,581.08,completed
1425,401,81,19,2024-11-25,20,0,37132.8,completed
1426,241,3,11,2024-09-12,2,0,4847.06,pending
1427,271,63,15,2025-09-30,2,0.15,359.87,returned
1428,200,100,7,2024-09-29,3,0,13173.24,completed
1429,115,82,1,2024-03-01,1,0.1,3955.34,completed
1430,249,41,20,2024-11-23,5,0,3045.6,pending
1431,152,94,2,2025-09-03,3,0,8707.74,pending
1432,128,49,14,2024-10-16,3,0.15,1723.42,completed
1433,13,4,14,2024-07-28,1,0,894.3,cancelled
1434,196,72,6,2024-05-31,2,0.1,601.65,completed
1435,234,36,7,2024-10-07,3,0,787.8,completed
1436,9,16,2,2024-05-11,4,0.05,5472.49,completed
1437,426,93,13,2024-11-18,2,0.05,640.62,completed
1438,314,98,2,2025-02-09,2,0,7592.8,pending
1439,366,17,16,2024-02-27,1,0,918.05,completed
1440,366,31,3,2025-06-19,3,0.2,1731.26,completed
1441,36,64,13,2025-02-26,2,0.05,635.11,completed
1442,281,12,7,2025-02-09,2,0,4454.28,cancelled
1443,29,83,18,2024-09-24,1,0.05,690.58,completed
1444,113,98,8,2025-05-05,10,0.2,30371.2,completed
1445,,50,13,2024-11-23,1,0.1,104.54,completed
1446,366,90,14,2025-11-16,2,0,9925.0,completed
1447,252,1,12,2024-08-01,3,0.05,4960.74,completed
1448,78,69,1,2024-06-17,5,0.1,1936.12,completed
1449,199,21,7,2025-07-23,3,0,3706.53,completed
1450,334,37,15,2024-09-23,1,0.05,300.77,completed
1451,22,50,4,2024-07-28,3,0.15,296.21,completed
1452,153,89,7,2025-08-06,5,0.1,7028.73,completed
1453,118,73,9,2024-02-25,1,0,80.81,completed
1454,369,50,11,2024-07-30,2,0,232.32,pending
1455,306,37,8,2025-05-18,1,0,316.6,completed
1456,439,2,9,2024-02-01,10,0,281.7,completed
1457,111,83,7,2024-04-09,20,0.1,13084.74,completed
1458,214,84,1,2024-10-13,1,0,4508.0,completed
1459,477,27,4,2024-05-25,5,0.1,2646.41,completed
1460,58,12,8,2025-05-02,2,0.15,3786.14,completed
1461,139,3,19,2024-10-06,2,0.1,4362.35,completed
1462,194,4,2,2024-03-07,2,0.1,1609.74,completed
1463,23,85,3,2024-01-14,10,0.15,10151.63,completed
1464,137,4,9,2025-05-05,10,0,8943.0,completed
1465,360,63,8,2025-03-21,3,0.1,571.56,completed
1466,234,61,18,2024-03-31,1,0.05,290.54,completed
1467,165,95,12,2025-07-18,2,0.05,5874.17,completed
1468,393,38,5,2024-12-21,4,0.1,1513.98,completed
1469,493,56,3,2025-07-09,2,0.15,74.14,completed
1470,231,97,18,2025-01-02,4,0,4148.4,completed
1471,75,77,11,2025-10-02,2,0.1,404.51,completed
1472,418,27,13,2025-08-10,1,0,588.09,completed
1473,267,14,19,2025-05-28,1,0.2,1449.63,completed
1474,351,91,11,2024-06-17,2,0,3232.2,pending
1475,203,67,13,2025-01-17,1,0,148.62,completed
1476,330,59,5,2024-04-18,4,0.15,736.3,completed
1477,37,89,10,2025-05-22,1,0,1561.94,pending
1478,488,25,1,2025-07-08,1,0,399.05,completed
1479,37,9,9,2025-11-27,2,0,2757.88,cancelled
1480,207,2,20,2025-11-08,1,0,28.17,completed
1481,471,62,20,2025-03-14,2,0.05,725.82,returned
1482,16,33,16,2025-05-26,4,0,3112.04,completed
1483,301,80,12,2024-04-10,10,0.05,34770.86,returned
1484,250,98,3,2025-01-24,2,0.05,7213.16,completed
1485,473,13,15,2025-10-08,1,0,533.74,completed
1486,159,71,15,2025-04-25,1,0,78.09,completed
1487,346,100,1,2024-05-11,10,0,43910.8,completed
1488,290,50,18,2025-04-19,3,0,348.48,completed
1489,265,63,6,2025-12-15,5,0,1058.45,completed
1490,308,43,14,2024-10-24,1,0,703.54,pending
1491,128,1,13,2024-07-22,3,0.1,4699.65,cancelled
1492,94,29,11,2025-01-20,4,0.05,8386.94,completed
1493,228,90,4,2025-12-31,1,0,4962.5,completed
1494,225,64,12,2025-09-11,3,0,1002.81,completed
1495,189,82,18,2025-12-11,1,0,4394.82,completed
1496,35,9,3,2025-07-24,1,0.2,1103.15,completed
1497,125,18,4,2025-02-14,1,0,1572.1,completed
1498,280,48,18,2024-07-20,1,0,276.91,pending
1499,60,72,2,2024-07-08,1,0,334.25,completed
1500,201,2,12,2025-12-19,1,0.1,25.35,completed
1501,137,75,17,2025-11-12,1,0.15,85.4,completed
1502,244,62,16,2024-08-06,1,0,382.01,completed
1503,278,10,5,2025-10-04,3,0.15,3812.84,completed
1504,38,73,6,2024-03-10,1,0.1,72.73,pending
1505,386,56,2,2024-09-25,4,0.1,157.0,completed
1506,372,48,13,2025-11-18,2,0.1,498.44,completed
1507,487,66,14,2024-05-10,2,0.1,825.14,completed
1508,255,99,3,2025-09-05,2,0,140.82,completed
1509,398,19,2,2024-03-27,1,0,537.21,completed
1510,156,69,20,2024-12-15,1,0,430.25,cancelled
1511,388,89,19,2025-06-07,3,0.15,3982.95,completed
1512,403,74,5,2025-11-07,2,0,365.62,completed
1513,273,67,20,2024-12-16,2,0,297.24,completed
1514,448,37,20,2024-10-04,2,0,633.2,cancelled
